brand,model,ev_description
Polestar,2 Long Range Dual Motor (MY26),"The Polestar 2 Long Range Dual Motor (MY26) is an electric vehicle in the D - Large segment. It has a 79.0 kWh Lithium-ion battery that provides a range of approximately 455.0 km. The top speed is 205.0 km/h with 0-100 acceleration in 4.5 seconds. It supports DC fast charging at up to 125.0 kW via CCS port. It offers 407.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Liftback Sedan category."
Polestar,2 Long Range Performance (MY26),"The Polestar 2 Long Range Performance (MY26) is an electric vehicle in the D - Large segment. It has a 79.0 kWh Lithium-ion battery that provides a range of approximately 450.0 km. The top speed is 205.0 km/h with 0-100 acceleration in 4.2 seconds. It supports DC fast charging at up to 125.0 kW via CCS port. It offers 407.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Liftback Sedan category."
Polestar,2 Long Range Single Motor (MY26),"The Polestar 2 Long Range Single Motor (MY26) is an electric vehicle in the D - Large segment. It has a 79.0 kWh Lithium-ion battery that provides a range of approximately 475.0 km. The top speed is 205.0 km/h with 0-100 acceleration in 6.2 seconds. It supports DC fast charging at up to 125.0 kW via CCS port. It offers 407.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Liftback Sedan category."
Polestar,2 Standard Range Single Motor (MY26),"The Polestar 2 Standard Range Single Motor (MY26) is an electric vehicle in the D - Large segment. It has a 67.0 kWh Lithium-ion battery that provides a range of approximately 405.0 km. The top speed is 205.0 km/h with 0-100 acceleration in 6.4 seconds. It supports DC fast charging at up to 110.0 kW via CCS port. It offers 407.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Liftback Sedan category."
Polestar,3 Long Range Dual motor,"The Polestar 3 Long Range Dual motor is an electric vehicle in the JE - Executive segment. It has a 107.0 kWh Lithium-ion battery that provides a range of approximately 515.0 km. The top speed is 210.0 km/h with 0-100 acceleration in 5.0 seconds. It supports DC fast charging at up to 150.0 kW via CCS port. It offers 484.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Polestar,3 Long Range Performance,"The Polestar 3 Long Range Performance is an electric vehicle in the JE - Executive segment. It has a 107.0 kWh Lithium-ion battery that provides a range of approximately 495.0 km. The top speed is 210.0 km/h with 0-100 acceleration in 4.7 seconds. It supports DC fast charging at up to 150.0 kW via CCS port. It offers 484.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Polestar,3 Long Range Single motor,"The Polestar 3 Long Range Single motor is an electric vehicle in the JE - Executive segment. It has a 107.0 kWh Lithium-ion battery that provides a range of approximately 530.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 7.8 seconds. It supports DC fast charging at up to 150.0 kW via CCS port. It offers 484.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
Polestar,4 Long Range Dual Motor,"The Polestar 4 Long Range Dual Motor is an electric vehicle in the E - Executive segment. It has a 94.0 kWh Lithium-ion battery that provides a range of approximately 485.0 km. The top speed is 200.0 km/h with 0-100 acceleration in 3.8 seconds. It supports DC fast charging at up to 135.0 kW via CCS port. It offers 526.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Liftback Sedan category."
Polestar,4 Long Range Single Motor,"The Polestar 4 Long Range Single Motor is an electric vehicle in the E - Executive segment. It has a 94.0 kWh Lithium-ion battery that provides a range of approximately 495.0 km. The top speed is 180.0 km/h with 0-100 acceleration in 7.4 seconds. It supports DC fast charging at up to 135.0 kW via CCS port. It offers 526.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Liftback Sedan category."
Porsche,Macan 4 Electric,"The Porsche Macan 4 Electric is an electric vehicle in the JD - Large segment. It has a 95.0 kWh Lithium-ion battery that provides a range of approximately 470.0 km. The top speed is 220.0 km/h with 0-100 acceleration in 5.2 seconds. It supports DC fast charging at up to 200.0 kW via CCS port. It offers 540.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Porsche,Macan 4S Electric,"The Porsche Macan 4S Electric is an electric vehicle in the JD - Large segment. It has a 95.0 kWh Lithium-ion battery that provides a range of approximately 470.0 km. The top speed is 240.0 km/h with 0-100 acceleration in 4.1 seconds. It supports DC fast charging at up to 200.0 kW via CCS port. It offers 540.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Porsche,Macan Electric,"The Porsche Macan Electric is an electric vehicle in the JD - Large segment. It has a 95.0 kWh Lithium-ion battery that provides a range of approximately 495.0 km. The top speed is 220.0 km/h with 0-100 acceleration in 5.7 seconds. It supports DC fast charging at up to 200.0 kW via CCS port. It offers 540.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the SUV category."
Porsche,Macan Turbo Electric,"The Porsche Macan Turbo Electric is an electric vehicle in the JD - Large segment. It has a 95.0 kWh Lithium-ion battery that provides a range of approximately 460.0 km. The top speed is 260.0 km/h with 0-100 acceleration in 3.3 seconds. It supports DC fast charging at up to 200.0 kW via CCS port. It offers 480.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the SUV category."
Porsche,Taycan,"The Porsche Taycan is an electric vehicle in the F - Luxury segment. It has a 82.3 kWh Lithium-ion battery that provides a range of approximately 495.0 km. The top speed is 230.0 km/h with 0-100 acceleration in 4.8 seconds. It supports DC fast charging at up to 195.0 kW via CCS port. It offers 407.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Sedan category."
Porsche,Taycan 4,"The Porsche Taycan 4 is an electric vehicle in the F - Luxury segment. It has a 82.3 kWh Lithium-ion battery that provides a range of approximately 490.0 km. The top speed is 230.0 km/h with 0-100 acceleration in 4.6 seconds. It supports DC fast charging at up to 195.0 kW via CCS port. It offers 407.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Sedan category."
Porsche,Taycan 4 Cross Turismo,"The Porsche Taycan 4 Cross Turismo is an electric vehicle in the F - Luxury segment. It has a 97.0 kWh Lithium-ion battery that provides a range of approximately 510.0 km. The top speed is 220.0 km/h with 0-100 acceleration in 4.7 seconds. It supports DC fast charging at up to 281.0 kW via CCS port. It offers 446.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Station/Estate category."
Porsche,Taycan 4 Plus,"The Porsche Taycan 4 Plus is an electric vehicle in the F - Luxury segment. It has a 97.0 kWh Lithium-ion battery that provides a range of approximately 565.0 km. The top speed is 230.0 km/h with 0-100 acceleration in 4.6 seconds. It supports DC fast charging at up to 281.0 kW via CCS port. It offers 407.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Sedan category."
Porsche,Taycan 4S,"The Porsche Taycan 4S is an electric vehicle in the F - Luxury segment. It has a 82.3 kWh Lithium-ion battery that provides a range of approximately 490.0 km. The top speed is 250.0 km/h with 0-100 acceleration in 3.7 seconds. It supports DC fast charging at up to 195.0 kW via CCS port. It offers 407.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Sedan category."
Porsche,Taycan 4S Cross Turismo,"The Porsche Taycan 4S Cross Turismo is an electric vehicle in the F - Luxury segment. It has a 97.0 kWh Lithium-ion battery that provides a range of approximately 510.0 km. The top speed is 240.0 km/h with 0-100 acceleration in 3.8 seconds. It supports DC fast charging at up to 281.0 kW via CCS port. It offers 446.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Station/Estate category."
Porsche,Taycan 4S Plus,"The Porsche Taycan 4S Plus is an electric vehicle in the F - Luxury segment. It has a 97.0 kWh Lithium-ion battery that provides a range of approximately 565.0 km. The top speed is 250.0 km/h with 0-100 acceleration in 3.7 seconds. It supports DC fast charging at up to 281.0 kW via CCS port. It offers 407.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Sedan category."
Porsche,Taycan 4S Plus Sport Turismo,"The Porsche Taycan 4S Plus Sport Turismo is an electric vehicle in the F - Luxury segment. It has a 97.0 kWh Lithium-ion battery that provides a range of approximately 510.0 km. The top speed is 250.0 km/h with 0-100 acceleration in 3.7 seconds. It supports DC fast charging at up to 281.0 kW via CCS port. It offers 446.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Station/Estate category."
Porsche,Taycan 4S Sport Turismo,"The Porsche Taycan 4S Sport Turismo is an electric vehicle in the F - Luxury segment. It has a 82.3 kWh Lithium-ion battery that provides a range of approximately 440.0 km. The top speed is 250.0 km/h with 0-100 acceleration in 3.7 seconds. It supports DC fast charging at up to 195.0 kW via CCS port. It offers 446.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Station/Estate category."
Porsche,Taycan GTS,"The Porsche Taycan GTS is an electric vehicle in the F - Luxury segment. It has a 97.0 kWh Lithium-ion battery that provides a range of approximately 535.0 km. The top speed is 250.0 km/h with 0-100 acceleration in 3.3 seconds. It supports DC fast charging at up to 281.0 kW via CCS port. It offers 366.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Sedan category."
Porsche,Taycan GTS Sport Turismo,"The Porsche Taycan GTS Sport Turismo is an electric vehicle in the F - Luxury segment. It has a 97.0 kWh Lithium-ion battery that provides a range of approximately 505.0 km. The top speed is 250.0 km/h with 0-100 acceleration in 3.3 seconds. It supports DC fast charging at up to 281.0 kW via CCS port. It offers 405.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Station/Estate category."
Porsche,Taycan Plus,"The Porsche Taycan Plus is an electric vehicle in the F - Luxury segment. It has a 97.0 kWh Lithium-ion battery that provides a range of approximately 575.0 km. The top speed is 230.0 km/h with 0-100 acceleration in 4.8 seconds. It supports DC fast charging at up to 281.0 kW via CCS port. It offers 407.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Sedan category."
Porsche,Taycan Plus Sport Turismo,"The Porsche Taycan Plus Sport Turismo is an electric vehicle in the F - Luxury segment. It has a 97.0 kWh Lithium-ion battery that provides a range of approximately 530.0 km. The top speed is 230.0 km/h with 0-100 acceleration in 4.8 seconds. It supports DC fast charging at up to 281.0 kW via CCS port. It offers 446.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Station/Estate category."
Porsche,Taycan Sport Turismo,"The Porsche Taycan Sport Turismo is an electric vehicle in the F - Luxury segment. It has a 82.3 kWh Lithium-ion battery that provides a range of approximately 460.0 km. The top speed is 230.0 km/h with 0-100 acceleration in 4.8 seconds. It supports DC fast charging at up to 195.0 kW via CCS port. It offers 446.0 liters of cargo space, seats 5 passengers, and has a RWD drivetrain. This vehicle belongs to the Station/Estate category."
Porsche,Taycan Turbo,"The Porsche Taycan Turbo is an electric vehicle in the F - Luxury segment. It has a 97.0 kWh Lithium-ion battery that provides a range of approximately 535.0 km. The top speed is 260.0 km/h with 0-100 acceleration in 2.7 seconds. It supports DC fast charging at up to 281.0 kW via CCS port. It offers 366.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Sedan category."
Porsche,Taycan Turbo Cross Turismo,"The Porsche Taycan Turbo Cross Turismo is an electric vehicle in the F - Luxury segment. It has a 97.0 kWh Lithium-ion battery that provides a range of approximately 495.0 km. The top speed is 250.0 km/h with 0-100 acceleration in 2.8 seconds. It supports DC fast charging at up to 281.0 kW via CCS port. It offers 405.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Station/Estate category."
Porsche,Taycan Turbo GT,"The Porsche Taycan Turbo GT is an electric vehicle in the F - Luxury segment. It has a 97.0 kWh Lithium-ion battery that provides a range of approximately 475.0 km. The top speed is 290.0 km/h with 0-100 acceleration in 2.3 seconds. It supports DC fast charging at up to 281.0 kW via CCS port. It offers 326.0 liters of cargo space, seats 5 passengers, and has a AWD drivetrain. This vehicle belongs to the Sedan category."
